local_authority_name,year_quarter,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles,year,region_id,region_name,region_ons_code,local_authority_id,local_authority_code,easting,northing,latitude,longitude,count_records
Enfield,2007Q4,188.0,588.0,33698.0,682.0,7201.0,1558.0,227.0,130.0,191.0,315.0,261.0,2682.0,44851.0,2007.0,6.0,London,E12000007,121.0,E09000010,"530000, 536680, 529100","198000, 196470, 191950","51.652000624, 51.611588846, 51.664166184","-0.1369303, -0.122263255, -0.025167267",72.0
Enfield,2008Q1,376.0,1465.0,107952.0,1739.0,21054.0,5408.0,898.0,787.0,414.0,1239.0,3825.0,12571.0,144781.0,,,,,,,,,,,
Enfield,2008Q2,766.0,2653.0,205344.0,3169.0,40126.0,11003.0,1851.0,1389.0,1004.0,3254.0,9985.0,28486.0,279778.0,2008.0,6.0,London,E12000007,121.0,E09000010,"529120, 527300, 530500, 533960, 536680, 534250, 527850, 532940, 534700, 535630, 533643, 531500, 537040, 533715, 535700, 530005, 534390, 530137","200000, 198465, 195000, 193158, 193000, 197000, 193830, 194663, 193230, 198000, 197750, 197495, 199000, 192635, 197980","51.665454278, 51.621854396, 51.660358004, 51.621368021, 51.627928248, 51.668257001, 51.63573053, 51.617536521, 51.637862279, 51.673389406, 51.684340482, 51.638104055, 51.682723507, 51.621020115, 51.673629856, 51.664166184, 51.65725608, 51.662173869","-0.038939879, -0.080349384, -0.065618899, -0.159984586, -0.136255108, -0.053392597, -0.153130107, -0.114476852, -0.060087743, -0.069244449, -0.019783236, -0.059512269, -0.025167267, -0.040436353, -0.101584772, -0.123613924, -0.069859829, -0.120955569",432.0
Enfield,2008Q3,342.0,1316.0,104813.0,1828.0,19311.0,3953.0,632.0,741.0,62.0,254.0,938.0,6580.0,133848.0,2008.0,6.0,London,E12000007,121.0,E09000010,"526048, 533059, 526023, 533481, 535530, 530000, 526961, 533300, 535830, 535000, 533817, 536155","193760, 192130, 193795, 197508, 198242, 197862, 197230, 198800, 197938, 194900, 196470, 199485","51.65805806, 51.668618752, 51.652000624, 51.626753468, 51.611696632, 51.671560834, 51.636715257, 51.665409189, 51.627147715, 51.677637569, 51.664477304, 51.66223351","-0.044055394, -0.122263255, -0.037138742, -0.068157552, -0.178855941, -0.072995419, -0.032175047, -0.077514042, -0.179344756, -0.074301335, -0.050638328, -0.165524089",288.0
Enfield,2008Q4,21.0,426.0,13699.0,221.0,3725.0,1268.0,210.0,232.0,175.0,210.0,552.0,2647.0,20718.0,2008.0,6.0,London,E12000007,121.0,E09000010,"535410, 529731, 529927","193000, 194534, 193726","51.627358735, 51.619543344, 51.634664971","-0.04545151, -0.124335637, -0.126866532",72.0
Enfield,2009Q1,40.0,593.0,59327.0,771.0,10306.0,2410.0,337.0,384.0,190.0,230.0,472.0,4023.0,75020.0,2009.0,6.0,London,E12000007,121.0,E09000010,"529377, 527140, 531830, 531500","199000, 192500, 193830, 195350","51.627928248, 51.675390137, 51.615899305, 51.642079377","-0.097320041, -0.162661524, -0.131677315, -0.101584772",96.0
Enfield,2009Q2,161.0,424.0,29975.0,629.0,3754.0,560.0,56.0,45.0,9.0,3.0,5.0,678.0,35460.0,2009.0,6.0,London,E12000007,121.0,E09000010,"530500, 532777, 535630, 537040, 531475, 530005, 534390, 530137, 536314","193665, 198465, 192197, 194663, 198060, 193230, 198004, 197750, 192635, 197980","51.612954104, 51.665454278, 51.662173869, 51.664290947, 51.621854396, 51.626451341, 51.665257162, 51.668257001, 51.63573053, 51.617536521","-0.114476852, -0.083765013, -0.060087743, -0.102007625, -0.120955569, -0.123613924, -0.019783236, -0.040436353, -0.058234244, -0.030454262",240.0
Enfield,2009Q3,394.0,3299.0,219436.0,1888.0,43168.0,9529.0,1685.0,2255.0,113.0,1073.0,3263.0,17918.0,285709.0,2009.0,6.0,London,E12000007,121.0,E09000010,"531200, 534880, 529380, 535738, 535530, 535150, 530000, 526961, 533300, 529400, 532986","192130, 198242, 193000, 195080, 199644, 191980, 197230, 194160, 192466, 199900","51.668618752, 51.613137611, 51.620539539, 51.611696632, 51.68167409, 51.631242004, 51.610439984, 51.615322117, 51.679167165, 51.639652343, 51.65805806","-0.10622699, -0.044055394, -0.132533777, -0.123120642, -0.080646378, -0.038140593, -0.131733716, -0.074301335, -0.165524089, -0.050443777, -0.049597752",264.0
Enfield,2009Q4,267.0,1538.0,102878.0,2032.0,20531.0,4140.0,530.0,663.0,88.0,302.0,1577.0,7300.0,134279.0,2009.0,6.0,London,E12000007,121.0,E09000010,"533960, 534700, 530000, 536040","195000, 199000, 199900, 192200","51.681394552, 51.613628564, 51.637862279, 51.673629856","-0.065618899, -0.123847315, -0.033675701, -0.053392597",96.0
Enfield,2010Q1,104.0,509.0,39854.0,244.0,7728.0,1532.0,476.0,393.0,0.0,403.0,693.0,3497.0,51832.0,2010.0,6.0,London,E12000007,121.0,E09000010,"529400, 529377","192130, 195350","51.642079377, 51.613137611","-0.132533777, -0.131677315",48.0
Enfield,2010Q2,847.0,4949.0,387945.0,4148.0,61792.0,20879.0,2514.0,4174.0,490.0,3032.0,10762.0,41851.0,500685.0,2010.0,6.0,London,E12000007,121.0,E09000010,"534880, 526048, 533960, 529000, 535530, 534250, 534700, 536680, 534450, 531830, 528726, 531000, 534390, 536314","192000, 200000, 192130, 199000, 192452, 197862, 192360, 198060, 198000, 192500, 198004, 192470, 195000, 199900","51.664166184, 51.665409189, 51.664290947, 51.665257162, 51.637862279, 51.611599696, 51.68167409, 51.611696632, 51.615899305, 51.682723507, 51.614022154, 51.616284745, 51.673629856, 51.616185653","-0.044055394, -0.109487741, -0.065618899, -0.097320041, -0.059555073, -0.138182468, -0.053392597, -0.142144356, -0.178855941, -0.050443777, -0.059512269, -0.025167267, -0.058234244, -0.030454262",336.0
Enfield,2010Q3,187.0,919.0,76846.0,764.0,10855.0,3642.0,564.0,837.0,148.0,173.0,947.0,6311.0,95695.0,2010.0,6.0,London,E12000007,121.0,E09000010,"533817, 532986, 536155, 535100","192480, 192466, 199485, 193760","51.614945013, 51.615322117, 51.677637569, 51.626753468","-0.080646378, -0.050126843, -0.032175047, -0.068157552",96.0
Enfield,2010Q4,302.0,394.0,20574.0,975.0,3115.0,632.0,150.0,33.0,0.0,1.0,1.0,817.0,25875.0,2010.0,6.0,London,E12000007,121.0,E09000010,"532940, 530980","195000, 192400","51.615198902, 51.638104055","-0.080349384, -0.109627072",48.0
Enfield,2011Q1,15.0,577.0,56723.0,208.0,7019.0,1899.0,172.0,294.0,28.0,82.0,435.0,2910.0,67437.0,2011.0,6.0,London,E12000007,121.0,E09000010,"529377, 532986","192466, 195350","51.642079377, 51.615322117","-0.080646378, -0.131677315",48.0
Enfield,2011Q2,351.0,2621.0,176899.0,3140.0,35597.0,8288.0,2253.0,2322.0,553.0,3762.0,8042.0,25220.0,243477.0,2011.0,6.0,London,E12000007,121.0,E09000010,"532000, 533960, 535530, 534250, 531830, 534390, 532600","192000, 200000, 192130, 198060, 192500, 195000, 196700","51.637862279, 51.65360187, 51.611225487, 51.611696632, 51.615899305, 51.682723507, 51.665257162","-0.086394253, -0.093283868, -0.097320041, -0.044055394, -0.065618899, -0.059512269, -0.058234244",168.0
Enfield,2011Q3,280.0,854.0,81148.0,1201.0,11504.0,2731.0,788.0,687.0,285.0,324.0,455.0,5270.0,99977.0,2011.0,6.0,London,E12000007,121.0,E09000010,"526048, 533059, 534450, 526135, 533817, 536314, 536155, 528700","193760, 197862, 192360, 197866, 197938, 198004, 195000, 199485","51.639089286, 51.614022154, 51.664290947, 51.626753468, 51.665409189, 51.677637569, 51.664477304, 51.665425632","-0.059555073, -0.14158417, -0.178855941, -0.068157552, -0.032175047, -0.077514042, -0.177597241, -0.030454262",192.0
Enfield,2011Q4,215.0,1351.0,104923.0,1516.0,18040.0,4306.0,1071.0,1101.0,289.0,1389.0,2977.0,11133.0,136964.0,,,,,,,,,,,
Enfield,2012Q1,59.0,738.0,81119.0,717.0,13920.0,3143.0,276.0,540.0,141.0,218.0,692.0,5010.0,101504.0,2012.0,6.0,London,E12000007,121.0,E09000010,"529377, 532986, 527850","197000, 192466, 195350","51.65725608, 51.615322117, 51.642079377","-0.080646378, -0.131677315, -0.153130107",72.0
Enfield,2012Q2,324.0,2640.0,172164.0,2507.0,42845.0,11011.0,1495.0,1897.0,137.0,934.0,2896.0,18370.0,238526.0,2012.0,6.0,London,E12000007,121.0,E09000010,"536000, 534700, 530000, 534450, 531830, 534390, 529400, 536314","192130, 195970, 192360, 192200, 198060, 192500, 198004, 199000","51.614022154, 51.615899305, 51.673629856, 51.613137611, 51.646089567, 51.613628564, 51.664290947, 51.665257162","-0.132533777, -0.097320041, -0.053392597, -0.059555073, -0.123847315, -0.035781893, -0.058234244, -0.030454262",192.0
Enfield,2012Q3,322.0,1210.0,139799.0,1759.0,25383.0,6810.0,1096.0,778.0,771.0,3171.0,8239.0,20865.0,189016.0,2012.0,6.0,London,E12000007,121.0,E09000010,"526048, 533059, 527300, 533960, 534250, 530000, 526135, 533817, 536155","200000, 193760, 197862, 197866, 197938, 195000, 193370, 199485","51.682723507, 51.626753468, 51.637862279, 51.624142717, 51.684340482, 51.665409189, 51.677637569, 51.664477304, 51.665425632","-0.065618899, -0.123413624, -0.068157552, -0.159984586, -0.178855941, -0.032175047, -0.077514042, -0.177597241, -0.059512269",216.0
Enfield,2012Q4,49.0,696.0,84908.0,560.0,19206.0,5109.0,661.0,1333.0,150.0,566.0,2088.0,9907.0,115277.0,2012.0,6.0,London,E12000007,121.0,E09000010,"534880, 535530, 532920","192130, 199900, 197350","51.611696632, 51.68167409, 51.659226308","-0.050443777, -0.044055394, -0.07974602",72.0
Enfield,2013Q1,267.0,1549.0,118241.0,1761.0,23871.0,5573.0,1063.0,1754.0,203.0,1991.0,3777.0,14361.0,159783.0,,,,,,,,,,,
Enfield,2013Q2,301.0,2303.0,183117.0,2551.0,39763.0,9670.0,1480.0,2605.0,161.0,706.0,3591.0,18213.0,245947.0,2013.0,6.0,London,E12000007,121.0,E09000010,"534880, 529670, 536314, 530000, 535410, 534450, 532986","193000, 192360, 192200, 194000, 192466, 198004, 199900","51.614022154, 51.629880254, 51.68167409, 51.619543344, 51.615322117, 51.613628564, 51.664290947","-0.127945027, -0.04545151, -0.059555073, -0.080646378, -0.123847315, -0.050443777, -0.030454262",168.0
Enfield,2013Q3,409.0,2202.0,158512.0,1887.0,29775.0,6721.0,1639.0,2593.0,433.0,5216.0,7606.0,24208.0,216584.0,2013.0,6.0,London,E12000007,121.0,E09000010,"526048, 533059, 531400, 533960, 534250, 535150, 526135, 535000, 533817, 536155","200000, 193760, 197862, 197866, 191980, 199730, 197938, 195000, 197500, 199485","51.610439984, 51.637862279, 51.680117668, 51.66093133, 51.682723507, 51.626753468, 51.665409189, 51.677637569, 51.664477304, 51.665425632","-0.048774811, -0.101651573, -0.065618899, -0.068157552, -0.178855941, -0.032175047, -0.077514042, -0.177597241, -0.049597752, -0.059512269",240.0
Enfield,2013Q4,90.0,142.0,13095.0,844.0,2076.0,328.0,71.0,64.0,15.0,51.0,133.0,662.0,16819.0,2013.0,6.0,London,E12000007,121.0,E09000010,535000,196240,51.648756543,-0.050121796,24.0
Enfield,2014Q2,550.0,4715.0,320788.0,2894.0,73909.0,17800.0,2411.0,3527.0,1229.0,6486.0,9128.0,40581.0,442887.0,2014.0,6.0,London,E12000007,121.0,E09000010,"526048, 529377, 533960, 535530, 534250, 534700, 534450, 531830, 534390, 529400, 536314","200000, 192130, 199000, 197862, 192360, 198060, 192500, 198004, 195350, 195000","51.665257162, 51.615899305, 51.613137611, 51.611696632, 51.637862279, 51.682723507, 51.614022154, 51.673629856, 51.665409189, 51.642079377, 51.664290947","-0.132533777, -0.044055394, -0.097320041, -0.065618899, -0.059555073, -0.053392597, -0.178855941, -0.131677315, -0.059512269, -0.058234244, -0.030454262",264.0
Enfield,2014Q3,223.0,1193.0,58707.0,489.0,15119.0,2902.0,371.0,588.0,110.0,537.0,574.0,5082.0,80590.0,2014.0,6.0,London,E12000007,121.0,E09000010,"533059, 526135, 533817, 532986, 536155","193760, 197866, 192466, 197938, 199485","51.665425632, 51.626753468, 51.615322117, 51.677637569, 51.664477304","-0.080646378, -0.077514042, -0.032175047, -0.068157552, -0.177597241",120.0
Enfield,2014Q4,118.0,134.0,11704.0,946.0,1501.0,364.0,35.0,21.0,26.0,6.0,7.0,459.0,14744.0,2014.0,6.0,London,E12000007,121.0,E09000010,533000,196600,51.652467777,-0.078875178,24.0
Enfield,2015Q1,760.0,3638.0,227320.0,3304.0,51156.0,13312.0,1532.0,2012.0,1052.0,3668.0,5342.0,26919.0,312337.0,,,,,,,,,,,
Enfield,2015Q2,609.0,4955.0,335442.0,3549.0,75187.0,19799.0,2429.0,2859.0,1603.0,6252.0,9626.0,42568.0,461701.0,2015.0,6.0,London,E12000007,121.0,E09000010,"534880, 532000, 533960, 536040, 534250, 535530, 536314, 532690, 534450, 534390, 532986","200000, 192130, 192360, 198060, 196560, 192466, 198004, 195000, 193050, 199900","51.665257162, 51.652181514, 51.68167409, 51.611696632, 51.637862279, 51.682723507, 51.620801973, 51.681394552, 51.614022154, 51.615322117, 51.664290947","-0.044055394, -0.083368705, -0.065618899, -0.094659116, -0.033675701, -0.059555073, -0.080646378, -0.050443777, -0.059512269, -0.058234244, -0.030454262",264.0
Enfield,2015Q3,910.0,2321.0,119199.0,3059.0,27124.0,6826.0,635.0,1164.0,502.0,1084.0,1059.0,11270.0,162973.0,2015.0,6.0,London,E12000007,121.0,E09000010,"526048, 534050, 533059, 527140, 536680, 526135, 532500, 528726, 531830, 533817, 536155, 535100","192000, 192480, 193760, 192452, 197862, 197866, 198000, 197938, 192500, 196470, 199000, 199485","51.664477304, 51.665425632, 51.610882438, 51.615899305, 51.664166184, 51.651417526, 51.616185653, 51.614945013, 51.675390137, 51.626753468, 51.665409189, 51.677637569","-0.097320041, -0.086147564, -0.142144356, -0.065466214, -0.162661524, -0.068157552, -0.178855941, -0.032175047, -0.077514042, -0.177597241, -0.025167267, -0.050126843",288.0
Enfield,2015Q4,760.0,3638.0,227320.0,3304.0,51156.0,13312.0,1532.0,2012.0,1052.0,3668.0,5342.0,26919.0,312337.0,,,,,,,,,,,
Enfield,2016Q1,17.0,56.0,9289.0,23.0,1230.0,51.0,10.0,2.0,6.0,0.0,0.0,69.0,10667.0,2016.0,6.0,London,E12000007,121.0,E09000010,529377,195350,51.642079377,-0.131677315,24.0
Enfield,2016Q2,645.0,1678.0,75538.0,1700.0,17608.0,2016.0,299.0,358.0,84.0,269.0,273.0,3299.0,99823.0,2016.0,6.0,London,E12000007,121.0,E09000010,"537382, 533960, 529100, 534390, 532600, 536314","192000, 198060, 191950, 198004, 195000","51.637037654, 51.611225487, 51.664290947, 51.611588846, 51.637862279, 51.665257162","-0.086394253, -0.1369303, -0.065618899, -0.016201083, -0.058234244, -0.030454262",144.0
Enfield,2016Q3,430.0,3514.0,212061.0,1584.0,62834.0,8706.0,1707.0,2177.0,1176.0,5391.0,10351.0,29508.0,309501.0,2016.0,6.0,London,E12000007,121.0,E09000010,"526048, 533059, 534600, 535530, 534250, 531830, 526135, 529400, 533817, 536155","200000, 193760, 192130, 197862, 197866, 197938, 192500, 199610, 199485","51.679135266, 51.615899305, 51.613137611, 51.611696632, 51.682723507, 51.626753468, 51.665409189, 51.677637569, 51.664477304, 51.665425632","-0.132533777, -0.044055394, -0.097320041, -0.068157552, -0.178855941, -0.032175047, -0.077514042, -0.177597241, -0.059512269, -0.054602983",240.0
Enfield,2016Q4,74.0,702.0,29359.0,645.0,9910.0,1376.0,212.0,517.0,179.0,422.0,449.0,3155.0,43771.0,2016.0,6.0,London,E12000007,121.0,E09000010,530000,192200,51.613628564,-0.123847315,24.0
Enfield,2017Q1,15.0,56.0,8964.0,34.0,1124.0,42.0,12.0,2.0,1.0,1.0,0.0,58.0,10236.0,2017.0,6.0,London,E12000007,121.0,E09000010,529377,195350,51.642079377,-0.131677315,24.0
Enfield,2017Q2,493.0,2375.0,190450.0,2210.0,45808.0,8551.0,1203.0,1535.0,761.0,3858.0,8360.0,24268.0,265111.0,2017.0,6.0,London,E12000007,121.0,E09000010,"533960, 534250, 527850, 530000, 534390, 536314","200000, 192200, 197000, 198060, 194160, 198004, 196470, 195000","51.637862279, 51.613628564, 51.631242004, 51.652000624, 51.682723507, 51.65725608, 51.664290947, 51.665257162","-0.123120642, -0.122263255, -0.123847315, -0.065618899, -0.153130107, -0.059512269, -0.058234244, -0.030454262",192.0
Enfield,2017Q3,352.0,1109.0,87583.0,796.0,18304.0,2765.0,413.0,453.0,275.0,588.0,1646.0,6140.0,113932.0,2017.0,6.0,London,E12000007,121.0,E09000010,"534880, 526048, 533059, 534700, 526135, 533817, 536155, 528700","193760, 199000, 197862, 197866, 197938, 195000, 199900, 199485","51.639089286, 51.626753468, 51.68167409, 51.673629856, 51.665409189, 51.677637569, 51.664477304, 51.665425632","-0.14158417, -0.178855941, -0.053392597, -0.068157552, -0.032175047, -0.077514042, -0.177597241, -0.050443777",192.0
Enfield,2017Q4,197.0,1203.0,50253.0,735.0,13523.0,1451.0,263.0,362.0,249.0,504.0,477.0,3306.0,69020.0,2017.0,6.0,London,E12000007,121.0,E09000010,"529400, 535700, 529120","199000, 192130, 193000","51.673389406, 51.613137611, 51.621020115","-0.132533777, -0.136255108, -0.038939879",72.0
Enfield,2018Q1,9.0,35.0,8308.0,18.0,1045.0,61.0,12.0,51.0,0.0,1.0,1.0,126.0,9532.0,2018.0,6.0,London,E12000007,121.0,E09000010,529377,195350,51.642078,-0.13167739,24.0
Enfield,2018Q2,1555.0,4971.0,262360.0,4674.0,67176.0,11437.0,1753.0,2436.0,731.0,1407.0,3092.0,20856.0,360037.0,2018.0,6.0,London,E12000007,121.0,E09000010,"531200, 532615, 533000, 530980, 534450, 534196, 532537, 536000, 530880, 530121, 534993, 531803, 531944, 535530, 535150, 532986, 534390, 536314, 534268","195072, 195970, 192130, 193670, 196237, 192400, 198060, 198712, 197059, 192466, 198624, 193000, 192360, 192491, 191980, 194796, 200050, 198004, 196600","51.64873, 51.620538, 51.610438, 51.646088, 51.61402, 51.61532, 51.615197, 51.652466, 51.683966, 51.671554, 51.638984, 51.656872, 51.626809, 51.670745, 51.635971, 51.615241, 51.664289, 51.665255, 51.611695","-0.059555152, -0.10962715, -0.078875256, -0.062131989, -0.10821067, -0.035781973, -0.030454342, -0.10622707, -0.050224146, -0.080646456, -0.062288918, -0.049597831, -0.058234323, -0.044055474, -0.084763767, -0.094706427, -0.12155539, -0.095994763, -0.083669856",456.0
Enfield,2018Q3,230.0,518.0,29638.0,512.0,7663.0,943.0,244.0,581.0,182.0,257.0,280.0,2487.0,40818.0,2018.0,6.0,London,E12000007,121.0,E09000010,"533059, 527300, 535410, 526135, 533817, 536155","200000, 193760, 193000, 197866, 197938, 199485","51.677636, 51.684339, 51.619542, 51.626752, 51.664477304, 51.665424","-0.04545159, -0.15998466, -0.032175127, -0.077514042, -0.06815763, -0.17759732",144.0
Enfield,2018Q4,378.0,1191.0,60494.0,1223.0,16844.0,2272.0,409.0,688.0,339.0,1049.0,902.0,5659.0,85411.0,2018.0,6.0,London,E12000007,121.0,E09000010,"530944, 535904, 529128, 531384, 531830, 535000","195584, 194535, 196328, 199730, 195826, 192500","51.615898, 51.650504, 51.680116, 51.634289, 51.642642, 51.646412","-0.04877489, -0.10867902, -0.10299544, -0.097320118, -0.1350983, -0.037318392",144.0
Enfield,2019Q1,352.0,385.0,26152.0,548.0,4439.0,371.0,82.0,122.0,27.0,74.0,55.0,731.0,32255.0,2019.0,6.0,London,E12000007,121.0,E09000010,"536040, 529377","199900, 195350","51.642078, 51.681393","-0.033675781, -0.13167739",48.0
Enfield,2019Q2,448.0,3186.0,236877.0,1817.0,64042.0,12333.0,1644.0,2402.0,797.0,3082.0,10845.0,31103.0,337025.0,2019.0,6.0,London,E12000007,121.0,E09000010,"533923, 533960, 535530, 534250, 532940, 534283, 534390, 532986, 535742","200000, 192130, 199305, 198060, 192466, 195603, 199796, 195000","51.638102, 51.637861, 51.682722, 51.611695, 51.61532, 51.676469, 51.680967, 51.642852, 51.665255","-0.065618978, -0.044055474, -0.080349462, -0.080646456, -0.059302356, -0.06431758, -0.039650768, -0.059512348, -0.058234323",216.0
Enfield,2019Q3,1343.0,2516.0,112129.0,3531.0,30253.0,3271.0,700.0,1210.0,291.0,955.0,961.0,7388.0,155817.0,2019.0,6.0,London,E12000007,121.0,E09000010,"535140, 531493, 535000, 529000, 531000, 534443, 530000, 526135, 529400, 533817, 536314, 536155, 533117","192000, 193760, 192130, 193186, 197763, 192200, 199530, 197866, 194900, 198004, 192470, 199485, 197918","51.677636, 51.664282, 51.665424, 51.611598, 51.616283, 51.613136, 51.613627, 51.636714, 51.678452, 51.621278, 51.663271, 51.626752, 51.664289","-0.13253385, -0.12384739, -0.10948782, -0.13818254, -0.056903208, -0.10020902, -0.06815763, -0.032175127, -0.076683626, -0.17759732, -0.050638407, -0.049277519, -0.030454342",312.0
Enfield,2019Q4,188.0,1416.0,83148.0,865.0,21197.0,4174.0,435.0,1131.0,237.0,505.0,1199.0,7681.0,114307.0,2019.0,6.0,London,E12000007,121.0,E09000010,"536680, 534450, 533723, 527140","192360, 199000, 198000, 195992","51.664165, 51.61402, 51.646831, 51.675388","-0.059555152, -0.025167347, -0.06866287, -0.1626616",96.0
Enfield,2020Q1,455.0,1476.0,80009.0,614.0,21700.0,3821.0,331.0,684.0,255.0,452.0,1328.0,6872.0,110672.0,,,,,,,,,,,
Enfield,2020Q2,1083.0,1954.0,96662.0,971.0,25556.0,4506.0,244.0,698.0,169.0,414.0,1313.0,7344.0,132487.0,2020.0,6.0,London,E12000007,121.0,E09000010,"533923, 530121, 534318, 530000, 534450, 533108, 532537, 534268","193670, 192360, 192491, 199796, 196918, 198712, 197817, 193370","51.624141, 51.61402, 51.663377, 51.671554, 51.655011, 51.626809, 51.615241, 51.680967","-0.059555152, -0.07685211, -0.059713162, -0.084763767, -0.1234137, -0.12155539, -0.062131989, -0.06431758",192.0
Enfield,2020Q3,54.0,2205.0,130932.0,513.0,37768.0,6690.0,730.0,1338.0,595.0,939.0,2660.0,12952.0,184370.0,2020.0,6.0,London,E12000007,121.0,E09000010,"534880, 535530, 532986","192466, 192130, 199900","51.611695, 51.681672, 51.61532","-0.050443856, -0.044055474, -0.080646456",72.0
Enfield,2020Q4,227.0,270.0,12434.0,357.0,1777.0,267.0,19.0,17.0,2.0,4.0,11.0,320.0,15158.0,2020.0,6.0,London,E12000007,121.0,E09000010,"535904, 530944, 533723","195584, 195992, 196328","51.650504, 51.642642, 51.646831","-0.037318392, -0.06866287, -0.10867902",72.0
Enfield,2021Q1,514.0,2730.0,148956.0,1431.0,37017.0,8033.0,1061.0,1530.0,506.0,1561.0,5084.0,17775.0,207908.0,,,,,,,,,,,
Enfield,2021Q2,780.0,4367.0,224185.0,2410.0,64343.0,11265.0,1386.0,2352.0,571.0,669.0,3491.0,19734.0,315039.0,2021.0,6.0,London,E12000007,121.0,E09000010,"529120, 533923, 531400, 530121, 535530, 527850, 530000, 534450, 531830, 532537, 534268","192130, 193670, 192360, 193000, 192200, 197000, 192491, 192500, 199796, 198712, 197500","51.680967, 51.611695, 51.613627, 51.615898, 51.621018, 51.61402, 51.66093, 51.657254, 51.671554, 51.626809, 51.615241","-0.097320118, -0.044055474, -0.13625518, -0.12384739, -0.059555152, -0.10165165, -0.15313018, -0.084763767, -0.12155539, -0.062131989, -0.06431758",264.0
Enfield,2021Q3,378.0,2486.0,102005.0,832.0,28718.0,4883.0,571.0,1004.0,230.0,333.0,1237.0,8258.0,142299.0,2021.0,6.0,London,E12000007,121.0,E09000010,"529400, 533243, 528700, 529670","194000, 192342, 192130, 195000","51.629879, 51.613136, 51.639088, 51.614145","-0.13253385, -0.1279451, -0.076983889, -0.14158425",96.0
Enfield,2021Q4,384.0,1337.0,120679.0,1050.0,17989.0,7951.0,1225.0,1235.0,718.0,3680.0,10523.0,25332.0,166387.0,2021.0,6.0,London,E12000007,121.0,E09000010,"535904, 530944, 533960, 534250, 533723, 535100","195584, 200000, 192480, 195992, 196328, 195000","51.682722, 51.650504, 51.637861, 51.642642, 51.614943, 51.646831","-0.065618978, -0.10867902, -0.06866287, -0.050126923, -0.059512348, -0.037318392",144.0
Enfield,2022Q1,74.0,316.0,12433.0,173.0,2883.0,647.0,76.0,113.0,9.0,47.0,181.0,1073.0,16878.0,2022.0,6.0,London,E12000007,121.0,E09000010,536000,195970,51.646088,-0.035781973,24.0
Enfield,2022Q2,703.0,4188.0,180860.0,2141.0,53065.0,10080.0,1124.0,2201.0,344.0,855.0,2832.0,17436.0,257690.0,2022.0,6.0,London,E12000007,121.0,E09000010,"533923, 530121, 535530, 535150, 534993, 531830, 532537, 533243, 534268","192130, 193670, 192491, 191980, 196237, 192500, 199796, 192342, 198712","51.615898, 51.64873, 51.610438, 51.611695, 51.614145, 51.671554, 51.626809, 51.615241, 51.680967","-0.050224146, -0.044055474, -0.097320118, -0.076983889, -0.084763767, -0.12155539, -0.062131989, -0.06431758, -0.049597831",216.0
Enfield,2022Q3,784.0,5856.0,285445.0,2424.0,84166.0,17899.0,2117.0,2885.0,1719.0,5548.0,14497.0,44665.0,422556.0,2022.0,6.0,London,E12000007,121.0,E09000010,"534880, 530944, 527300, 535000, 534727, 534250, 534318, 530000, 534450, 529400, 533723","200000, 199105, 192130, 192360, 192200, 196328, 199730, 196918, 195992, 199900","51.646831, 51.681672, 51.613136, 51.682722, 51.684339, 51.680116, 51.61402, 51.613627, 51.674565, 51.655011, 51.650504","-0.13253385, -0.04877489, -0.15998466, -0.059555152, -0.12384739, -0.059713162, -0.10867902, -0.06866287, -0.050443856, -0.059512348, -0.052961984",264.0
Enfield,2022Q4,118.0,365.0,9421.0,27.0,3494.0,1046.0,393.0,556.0,38.0,91.0,457.0,2581.0,15888.0,2022.0,6.0,London,E12000007,121.0,E09000010,535410,193000,51.619542,-0.04545159,24.0
Enfield,2023Q1,49.0,886.0,5931.0,611.0,995.0,61.0,15.0,16.0,3.0,4.0,3.0,102.0,8525.0,2023.0,6.0,London,E12000007,121.0,E09000010,532690,196560,51.65218,-0.083368783,12.0
Enfield,2023Q2,1595.0,8924.0,307502.0,4494.0,84425.0,13768.0,1618.0,2482.0,556.0,1178.0,4816.0,24418.0,429763.0,2023.0,6.0,London,E12000007,121.0,E09000010,"532000, 534050, 534727, 533960, 536040, 536680, 530121, 530000, 534450, 532500, 531830, 529400, 532537, 533243, 534268","192000, 199105, 192130, 198712, 193670, 192360, 192200, 192491, 198000, 192500, 196470, 192342, 195000, 193050, 199900","51.664165, 51.674565, 51.671554, 51.626809, 51.615241, 51.615898, 51.610881, 51.613136, 51.651416, 51.637861, 51.6208, 51.681393, 51.61402, 51.614145, 51.613627","-0.13253385, -0.086147642, -0.065618978, -0.097320118, -0.065466293, -0.094659194, -0.033675781, -0.059555152, -0.076983889, -0.12384739, -0.084763767, -0.062131989, -0.12155539, -0.025167347, -0.052961984",348.0
